
August Adolph von Haugwitz,
August Bohse,
August de Boeck,
August Ferdinand Häser,
August Hermann Niemeyer,
Augustin Reinhard Stricker,
August Klötzke,
August Klughardt,
August Neidhardt,
Augusto Boal,
Augusto Machado,
August Pepöck,
August Stramm,
August Strindberg,
August Theodor Blanche,
August von Kotzebue,
August Wilson,
Aulis Sallinen,
Aurelio Aureli,
Avner Dorman,
Axel Delmar,
Axel Köhler,
Axel Krauße,
Axel Scheffler,
Axel Stöcker,
Axel Weidemann,
Ayad Akhtar,
Azar Mortazavi,
Babette Peiker,
Baldassare Galuppi,
Balduin Sulzer,
Barbara Frey,
Barbara Frischmuth,
Barbara Pentland,
Barbara Schöller,
Bardo Henning,
Barry Creyton,
Barry Manilow,
Barthold Feind,
Bartholomäus Aich,
Bartolomeo Bernardi,
Bartolomeo Cordans,
Bartolomeo Vitturi,
Beate Faßnacht,
Beate Heine,
Beat Fäh,
Beat Furrer,
Beatles,
Beatrice Dovsky,
Beat Sterchi,
Beatus,
Bedrich Smetana,
Bedřich Smetana,
Béla Balázs,
Bela Bartók,
Béla Bartók,
Béla Szakcsi Lakatos,
Benedetto Vinaccesi,
Benedikt Neustein,
Bengt Ahlfors,
Béni Egressy,
Benjamin Britten,
Benjamin Godard,
Benjamin Lauterbach,
Benjamin Schad,
Ben Jonson,
Benny Andersson,
Bente Jonker,
Bent Hamer,
Bernarda Horres,
Bernard Farrell,
Bernard J. Lobeský,
Bernard-Marie Koltés,
Bernard-Marie Koltès,
Bernardo Bertolucci,
Bernardo Morando,
Bernardo Pasquini,
Bernard Pomerance,
Bernard Slade,
Bernard Stevens,
Bernd Alois Zimmermann,
Bernd Lange,
Bernd Liepold-Mosser,
Bernd Schroeder,
Bernd Steets,
Bernd Tauber,
Bernd Zimmermann,
Bernhard Aichner,
Bernhard Gugler,
Bernhard Haubrich,
Bernhard Kellermann,
Bernhard Mikeska,
Bernhard Sekles,
Bernhard Setzwein,
Bernhard Stengele,
Bernhard Studlar,
Bernward Vesper,
Berry Lipman,
Bertha Filhés,
Berthold Goldschmidt,
Bertold Hummel,
Bertolt Brecht,
Bert Reisfeld,
Bert Rudolf,
Bettina Erasmy,
Bettina Oberli,
Bettina Wegenast,
Bettina Zobel,
Betty Shamieh,
Beverley Cross,
Bianca Künzel,
Bidsina Kwernadse,
Biljana Srbljanović,
Bill Lee,
Billy Byers,
Birger Heymann,
Birgit Amlinger,
Birgit Schuster,
Björn Bicker,
Björn Christian Kuhn,
Bjørn Howard Kruse,
Björn Ulvaeus,
Bobby McFerrin,
Bob L. Sack,
Bob Merril,
Bob Merrill,
Bobo Jelcic,
Bodo Kirchhoff,
Bodo Wartke,
Bogdan Koca,
Bohuslav Martinu,
Bohuslav Martinů,
Bolko von Hochberg,
Bonn Park,
Boris Blacher,
Boris Iwanowitsch Tischtschenko,
Boris Kochno,
Boris Pasternak,
Boris Vian,
Boris von Brauchitsch,
Boris Wassiljew,
Botho Strauß,
Boudewijn Buckinx,
Boy Lornson,
Božena Nemcova,
Brad Carrol,
Brandon Thomas,
Brendan Behan,
Brett Dean,
Brian Drader,
Brian Friel,
Brian Yorkey,
Brigitta Muntendorf,
Brigitte Helbing,
Brigitte Helbling,
Brigitte Kolloch,
Brigitte Schwaiger,
Britta Pudelko,
Bruce Norris,
Brüder Grimm,
Brüder Grimmelshausen,
Bruno Bozzetto,
Bruno Coli,
Bruno Granichstaedten,
Bruno Hardt-Warden,
Bruno Heydrich,
